label,t,centroid_z
294,24,8.136354679802956
294,26,8.078562874251496
294,27,7.9714285714285715
419,27,9.56202380952381
430,27,12.658200514138818
195,28,5.5627408993576015
294,29,8.074659248956884
35,41,5.677592592592592
812,42,19.87987748851455
23,43,4.812129471890971
189,43,6.971498973305955
319,43,12.991633986928104
23,44,4.7953125
23,45,5.5178870673952645
856,46,14.091167048054919
959,46,8.173446808510638
967,46,4.527087719298246
527,47,16.876184971098265
1227,47,9.617643835616438
527,48,16.565198237885465
632,49,9.273445065176908
679,50,5.72497512437811
102,51,17.362470119521912
499,51,14.928155339805825
527,51,17.59603217158177
632,51,9.898053097345134
679,51,5.281481481481482
525,52,16.279242105263158
1142,52,19.51306967984934
525,53,16.630404040404038
1428,53,12.007844522968197
525,54,16.400087719298245
525,55,16.750822942643392
944,55,14.977254901960784
114,56,5.702103250478012
525,56,16.53797752808989
114,57,5.842261208576998
525,57,16.973642105263156
294,58,8.971445255474453
525,58,17.14255924170616
525,59,16.545142857142856
119,60,11.262829268292682
1538,60,20.388814814814815
119,62,12.17280353200883
342,62,9.495874673629244
1538,62,19.904214285714286
342,63,9.617479892761395
412,63,16.24673346693387
1538,63,18.80572727272727
39,64,8.135746606334841
119,64,12.490985324947587
342,64,10.07847533632287
342,65,10.153185840707964
135,66,6.7523050259965345
212,66,11.614926624737945
342,66,10.576614173228347
1468,66,5.390204081632653
1661,66,7.831578947368421
1259,67,10.387758007117439
1292,67,11.837055214723927
1661,67,8.155132275132274
1259,68,9.774567901234567
1660,70,8.160830449826989
213,72,9.968947368421052
