label,t,centroid_z
5,9,21.76661157024793
6,9,7.29275
24,9,13.636968215158925
25,9,12.520671140939596
42,9,1.9660606060606058
43,9,6.2
57,9,6.519241192411924
58,9,5.348864
66,9,3.869521829521829
69,9,10.724324324324325
70,9,17.156285714285715
82,9,6.130408163265306
83,9,11.281953795379538
84,9,18.53497287522604
93,9,20.71060568603214
101,9,18.00337858220211
116,9,16.749329685362515
117,9,3.4752045944005743
125,9,20.9295479777954
128,9,14.045078459343793
134,9,6.868612786489747
137,9,20.438206060606063
140,9,4.595990453460621
142,9,8.143283582089552
147,9,6.05646004480956
148,9,13.008115015974441
149,9,7.63551867219917
150,9,4.486919431279621
159,9,7.70261315115286
160,9,21.367055118110237
162,9,3.371111111111111
163,9,14.415871485943773
164,9,20.542992125984252
170,9,3.713199268738574
174,9,18.482234636871507
184,9,10.5317017208413
185,9,20.779269102990032
188,9,21.231654676258994
195,9,13.022818181818181
197,9,19.8431
203,9,10.647078891257996
206,9,19.864313725490195
210,9,4.859972183588317
214,9,15.751024390243902
215,9,4.283636363636363
230,9,20.164983888292156
238,9,18.75756906077348
240,9,19.307066466766617
241,9,10.847665271966529
255,9,2.709130434782609
257,9,21.47697841726619
259,9,6.098008658008657
261,9,4.641242937853107
270,9,8.457502623294857
271,9,8.913002159827213
273,9,17.786079295154185
278,9,6.688484848484848
279,9,3.731850564726325
280,9,20.085584415584414
281,9,17.022515463917525
290,9,18.947287093942055
292,9,10.75279012345679
311,9,20.732145214521452
320,9,7.814883720930232
322,9,12.988999999999999
328,9,21.5583114992722
329,9,21.493333333333332
334,9,9.562403204272362
336,9,16.311081967213113
353,9,7.875192307692307
354,9,12.964552845528456
355,9,11.490191570881224
356,9,17.74153846153846
361,9,16.871375464684014
365,9,18.44466714387974
380,9,14.304356120826709
381,9,14.530962962962963
382,9,5.028722891566265
383,9,14.807058823529411
5,10,21.76775257731959
24,10,13.499872068230276
25,10,13.738840579710146
27,10,5.4863758389261745
28,10,11.987168894289185
31,10,16.388294036061026
40,10,12.033636363636365
42,10,1.908071570576541
43,10,6.2
49,10,3.078567901234568
54,10,20.628067444876784
62,10,7.515303643724696
63,10,13.344455958549222
66,10,3.880740740740741
70,10,16.97142857142857
82,10,5.967704485488127
84,10,17.10750647109577
93,10,20.821098901098903
94,10,7.171629726205998
101,10,17.84644483362522
104,10,3.4141862117981523
105,10,6.196773633998265
108,10,7.4399999999999995
109,10,8.236303317535546
116,10,16.07419972640219
121,10,7.2895449949443885
125,10,21.117639123102865
128,10,13.13625
137,10,20.438518518518517
142,10,7.573398533007335
146,10,9.421375661375661
150,10,3.3844397463002114
160,10,21.367055118110237
163,10,14.235736885928393
164,10,19.005563909774434
170,10,3.7358105646630237
174,10,18.52859884836852
184,10,10.598260869565218
186,10,5.577529880478087
188,10,21.01532879818594
206,10,18.263233908948195
214,10,17.10198757763975
230,10,20.160169312169312
238,10,18.77103448275862
240,10,19.47487571701721
242,10,9.124003451251077
257,10,21.151706629055006
259,10,6.033348519362186
261,10,3.357263726372637
271,10,9.792578496669838
273,10,17.595764139590855
278,10,7.493165195460278
281,10,16.9632
290,10,18.947287093942055
292,10,9.87490909090909
303,10,5.904172901080632
311,10,20.758518518518517
317,10,12.82625
320,10,7.813556485355649
328,10,21.04214896214896
329,10,21.313082706766917
331,10,9.1264
334,10,9.536950495049505
336,10,13.012111959287532
340,10,19.375879017013233
353,10,6.984248210023866
354,10,12.899586776859504
356,10,16.755897435897435
361,10,17.186188034188035
363,10,10.142921348314607
365,10,18.66601438848921
374,10,15.265285714285714
375,10,11.621333333333332
377,10,11.566113537117904
378,10,17.527335640138407
379,10,15.092929292929293
383,10,14.510410367170627
5,11,21.76775257731959
22,11,7.835404454865182
24,11,13.549944134078212
25,11,13.750588235294119
27,11,3.2908830548926016
28,11,12.1024
31,11,16.39994459833795
40,11,11.833614190687362
49,11,4.302040816326531
54,11,20.62298969072165
57,11,7.952462526766595
58,11,4.835898277276456
63,11,14.621995753715499
66,11,3.8860144181256437
69,11,9.49398773006135
70,11,17.54253807106599
82,11,6.196860759493671
84,11,16.985517841601393
87,11,12.987245283018868
93,11,20.503937007874015
101,11,18.015632183908046
105,11,6.202202486678509
116,11,16.443025210084034
121,11,7.309203722854188
125,11,20.990494728304945
128,11,12.479187227866472
134,11,3.9734505494505497
137,11,20.568675914249685
142,11,8.591004784688995
160,11,21.367055118110237
162,11,3.2754716981132073
163,11,14.403227848101265
164,11,18.97892147587512
167,11,2.8594270833333333
170,11,3.7289208633093525
174,11,18.42219739292365
184,11,11.277241379310343
186,11,4.334570928196148
188,11,20.92564315352697
195,11,16.936093023255815
197,11,19.708460543337647
204,11,6.348364434687157
210,11,5.164511848341232
214,11,15.675682158920539
215,11,4.291331058020478
230,11,20.163940042826553
233,11,3.613393665158371
238,11,18.823488372093024
239,11,18.606207759699622
240,11,19.07480093676815
242,11,5.737094594594595
257,11,21.262247838616716
259,11,7.740330275229358
261,11,2.242782608695652
271,11,9.640235017626322
273,11,17.226994413407823
277,11,6.333363844393594
278,11,7.361373844121532
280,11,19.843844961240308
281,11,15.464608879492602
292,11,9.784727272727272
311,11,20.71960591133005
312,11,10.065225225225225
320,11,7.69860962566845
322,11,6.2098804780876495
328,11,21.038513011152414
329,11,21.310609756097563
334,11,9.976547231270358
336,11,13.936
340,11,18.360647571606474
355,11,8.653748443337484
363,11,10.172815533980582
372,11,2.1056603773584905
373,11,2.44580697485807
376,11,15.937871591908532
377,11,11.706974595842954
379,11,15.162974358974358
380,11,9.993872340425531
381,11,14.370622406639004
389,11,16.25059717698154
1,12,5.52208269525268
2,12,16.32061633281972
5,12,21.772269938650304
6,12,8.552756539235412
24,12,12.567567567567567
25,12,14.167185628742516
26,12,7.867240915208613
27,12,4.574827838827839
28,12,13.211127819548873
31,12,16.471515975526852
44,12,12.297202072538859
49,12,5.2600195121951225
54,12,19.798528428093643
59,12,2.5315689981096408
60,12,3.581795665634675
62,12,2.976
63,12,14.576036655211913
69,12,12.173811074918566
70,12,17.517613488975357
82,12,6.079179487179488
84,12,17.240587937151545
87,12,13.303311258278146
93,12,20.499768664563614
94,12,10.528526387936942
101,12,18.6
105,12,6.171311053984576
108,12,7.4399999999999995
116,12,16.933383742911154
125,12,20.81125475285171
135,12,6.802460024600246
136,12,5.821149943630214
137,12,20.790014347202295
142,12,8.63308108108108
144,12,4.538190591073582
145,12,12.997944664031621
146,12,7.480502512562814
150,12,2.259617547806524
155,12,13.488730290456433
160,12,21.367055118110237
162,12,3.3389849108367624
164,12,19.131692766592096
167,12,2.9848191293684856
170,12,4.884990548204159
174,12,16.270479774223894
184,12,12.073372278279342
186,12,5.407294589178356
187,12,15.081154055525312
188,12,21.035952637244346
203,12,10.589900771775083
213,12,3.6528941176470586
214,12,14.991139564660692
219,12,11.147216494845361
230,12,19.88719314938154
238,12,18.55894039735099
239,12,18.6898073089701
240,12,20.27779338014042
246,12,19.501260815822004
255,12,2.980273694880892
257,12,20.922302543507364
259,12,7.747134935304991
270,12,8.018172502134927
271,12,8.153099041533546
273,12,17.201114206128135
277,12,7.317333333333334
281,12,16.281200000000002
286,12,5.734575342465753
292,12,11.10195744680851
311,12,20.723960396039605
312,12,10.382686567164178
317,12,9.28336056009335
320,12,7.5874125874125875
322,12,6.215152749490835
328,12,21.026685159500694
329,12,21.318395573997233
334,12,11.01982608695652
336,12,13.306482758620689
341,12,9.540657894736842
356,12,19.230877192982458
361,12,17.012145214521453
363,12,10.172815533980582
366,12,19.19764705882353
367,12,19.90546192893401
372,12,2.7702127659574467
374,12,15.663843843843843
377,12,11.807664041994752
379,12,13.590646766169153
380,12,10.109296740994855
381,12,14.529056603773585
383,12,15.332934131736526
385,12,4.761954707985697
389,12,17.615261756876663
1,13,6.023592938733125
5,13,21.757055214723927
24,13,12.609422222222221
25,13,15.396666666666667
27,13,4.495688888888889
28,13,13.197308411214953
31,13,15.769319298245614
32,13,13.281102603369066
42,13,1.9665625
45,13,16.766889714993805
60,13,5.385270758122744
62,13,2.679415204678363
63,13,14.491428571428571
69,13,7.097833523375143
70,13,17.449264475743348
78,13,12.768820512820513
82,13,6.171746835443038
84,13,19.55215638362859
87,13,13.256480874316939
93,13,20.796758661186143
97,13,3.4942668863261943
101,13,18.40231884057971
105,13,6.177913486005089
108,13,7.4399999999999995
111,13,4.721125541125541
116,13,16.638670360110805
117,13,3.4699482936918304
121,13,7.160356083086053
125,13,21.103319705641866
128,13,12.374520547945206
130,13,5.802993762993762
136,13,4.102026612077789
137,13,20.87333333333333
142,13,8.563018867924528
144,13,11.003623445825934
145,13,10.823565891472867
146,13,8.424901610017889
160,13,21.367055118110237
163,13,13.80735595895817
164,13,17.3077471636953
167,13,3.2344400317712467
170,13,5.278167239404353
174,13,17.609648622981958
176,13,3.6476264591439693
184,13,13.07284320104099
186,13,5.194792899408284
188,13,20.91881269191402
195,13,17.841858500527984
230,13,19.899273422562143
232,13,8.801849710982658
237,13,3.3206525679758307
238,13,18.33496183206107
246,13,20.131296534017974
257,13,20.576342042755343
261,13,1.4449864498644984
273,13,17.133257142857143
277,13,7.312548179871521
281,13,15.999757575757576
290,13,19.616931216931217
292,13,11.136
311,13,20.721052631578946
317,13,9.250793650793652
322,13,13.443713850837138
328,13,21.01555905511811
329,13,21.316353591160222
332,13,7.030260869565217
334,13,9.937619893428064
336,13,11.414182825484763
341,13,6.82
350,13,21.172064965197215
353,13,6.9370222743259085
361,13,17.504383561643834
363,13,10.172815533980582
366,13,19.145599999999998
367,13,18.368
372,13,5.928675623800383
379,13,13.56
380,13,10.842298136645963
381,13,13.815253333333334
382,13,5.35217292377702
383,13,13.589467084639498
388,13,10.823790087463557
1,14,7.499839142091152
5,14,21.76661157024793
24,14,12.269198312236288
26,14,8.923137254901961
28,14,13.603937360178971
30,14,9.993413506012951
31,14,15.66286567164179
32,14,13.327506702412869
42,14,3.0671020408163265
45,14,16.543654937570942
49,14,8.084924623115578
50,14,9.099692307692306
54,14,20.20984971098266
62,14,2.6273623188405795
69,14,10.107224157955864
70,14,16.576070901033972
78,14,12.700681362725453
82,14,6.212984293193718
85,14,17.594312441534143
86,14,21.207879490150635
87,14,13.266902654867257
93,14,20.81996533795494
94,14,11.306842105263158
98,14,2.246997840172786
99,14,2.356
101,14,17.8120197044335
105,14,6.177988165680474
108,14,7.4399999999999995
111,14,3.0941509433962264
116,14,16.542158956109134
121,14,7.187210300429184
125,14,21.03230769230769
128,14,10.964537114261883
135,14,9.108756218905473
137,14,21.128263473053895
142,14,8.917720207253886
144,14,11.076270096463022
145,14,6.60885032537961
147,14,2.8922369584438545
149,14,8.122491506228766
160,14,21.367055118110237
164,14,17.26087929656275
167,14,3.235379746835443
170,14,5.5705775075987845
174,14,17.669080118694364
176,14,2.9598497182216654
186,14,5.5405338809034905
188,14,20.9076698014629
194,14,14.102299651567945
195,14,14.882477522477522
206,14,18.029978213507626
230,14,19.894583732057416
237,14,3.147385998715478
238,14,20.77643153526971
240,14,18.369273631840795
246,14,20.133831294269157
248,14,12.320285714285713
253,14,8.704387291981845
257,14,20.30081081081081
261,14,1.6088205128205129
270,14,13.714549098196393
271,14,8.254124137931035
273,14,17.479312714776633
277,14,7.301927194860814
280,14,19.83711962833914
281,14,11.77868365180467
289,14,8.317278911564626
290,14,19.13198738170347
292,14,10.444837209302326
297,14,6.476208530805688
311,14,20.354570982839313
312,14,10.899227467811158
322,14,13.00121212121212
328,14,20.993382352941175
329,14,21.30451253481894
334,14,12.352720970537261
341,14,5.2493000804505225
350,14,21.23217496962333
353,14,6.953955135773318
361,14,18.995064456721916
363,14,10.198367346938776
366,14,19.375
367,14,18.40526174496644
372,14,12.272192982456142
378,14,18.74892742453436
381,14,14.089561752988049
382,14,5.253684210526315
383,14,14.724626506024096
1,15,7.658288508557457
5,15,21.76775257731959
12,15,3.319004975124378
24,15,13.62160237388724
25,15,15.803067092651757
26,15,8.647838616714697
28,15,16.100227790432804
31,15,15.789530628480508
32,15,13.355112881806107
40,15,7.961273885350319
46,15,11.982959641255604
49,15,8.741091877496672
54,15,19.802723253757737
62,15,2.6446578140960164
63,15,17.44620320855615
70,15,16.611054131054132
82,15,6.244902506963789
85,15,19.58750647109577
86,15,19.209853574504738
87,15,13.729448373408768
93,15,21.299226519337015
94,15,14.81270351758794
101,15,14.97278911564626
105,15,6.181148648648649
108,15,7.4399999999999995
111,15,3.206034353995519
116,15,16.40222760290557
121,15,7.204439701173959
125,15,21.012204585537916
135,15,11.32382687927107
136,15,3.744171539961014
