label,t,centroid_z
1,18,15.052450331125828
2,18,13.533366093366094
3,18,5.436923076923077
6,18,4.395271317829457
9,18,1.9658536585365853
10,18,2.847769028871391
11,18,3.378233215547703
14,18,3.7258284371327846
17,18,5.735794871794872
18,18,3.5234582132564842
19,18,11.346405228758169
20,18,3.056363636363636
21,18,10.332479338842974
24,18,12.511944444444445
25,18,3.4909312977099236
26,18,3.814059829059829
29,18,3.7449360146252286
30,18,8.4692
31,18,3.0721973094170405
32,18,4.473417721518987
33,18,10.645752508361204
34,18,3.6137142857142854
35,18,10.512444444444444
38,18,4.254597495527728
39,18,3.1794871794871797
40,18,7.548969696969697
41,18,4.717904761904761
42,18,7.4287782805429865
43,18,8.517933130699088
44,18,12.709999999999999
45,18,9.495538461538462
46,18,14.197459526774596
47,18,9.315121951219512
48,18,7.368341708542713
49,18,1.6805263157894739
52,18,7.5119535783365565
53,18,6.772535885167464
56,18,6.363068493150685
57,18,4.96
58,18,4.5508502024291495
61,18,6.514312210200928
62,18,15.913724007561436
63,18,18.02181818181818
64,18,11.171729729729728
65,18,3.944282744282744
68,18,2.985065274151436
69,18,7.943188405797102
70,18,4.953315363881401
71,18,7.406104783599088
72,18,6.138485639686684
76,18,12.727032967032969
83,18,5.376581532416503
86,18,5.107155322862129
87,18,10.846868686868687
88,18,18.84669014084507
89,18,20.09655172413793
90,18,7.574478873239436
91,18,3.931168316831683
94,18,5.206176470588235
95,18,15.790864197530864
96,18,4.81957773512476
97,18,19.315762376237622
98,18,14.44408014571949
99,18,16.89876010781671
100,18,10.651172413793104
101,18,4.145314009661836
104,18,5.849565217391304
105,18,5.100238095238096
106,18,5.3537440758293835
109,18,5.632840909090909
110,18,6.234444444444445
111,18,9.372643051771117
112,18,10.246315789473684
113,18,10.804322200392928
114,18,10.801322314049587
115,18,11.392645403377111
116,18,13.018115501519755
117,18,13.599814814814815
118,18,13.3407722007722
119,18,13.575826377295492
120,18,13.240361445783133
121,18,15.183568464730289
122,18,14.803185840707965
123,18,14.24121212121212
124,18,15.571945392491466
125,18,16.18607460035524
126,18,16.553526717557254
127,18,18.353097345132742
130,18,16.77431734317343
131,18,17.964878048780488
132,18,3.966535433070866
135,18,19.63446265938069
136,18,17.08251748251748
137,18,19.28283783783784
138,18,19.245203252032518
139,18,20.96301886792453
140,18,20.984505747126438
141,18,6.035953307392996
144,18,4.952574850299401
147,18,5.431007751937984
148,18,2.669773913043478
149,18,7.119666666666666
153,18,7.4399999999999995
154,18,3.036535433070866
155,18,14.42733229329173
156,18,11.050265486725664
159,18,17.146732186732187
160,18,21.457391304347826
163,18,5.477765957446809
164,18,9.448541666666667
165,18,18.510757575757577
167,18,3.5155087719298246
169,18,5.496805111821087
172,18,7.319366515837104
173,18,4.907330097087379
177,18,3.5107908611599297
178,18,10.803741648106904
179,18,9.993907284768213
180,18,3.2998347107438017
181,18,4.876297010607521
184,18,4.97453125
185,18,3.7199999999999998
186,18,7.324602368866328
187,18,12.523071161048689
188,18,8.830225872689939
189,18,6.003174603174603
190,18,17.873453355155483
191,18,11.382139037433156
193,18,4.1844951140065145
196,18,4.973932584269663
200,18,4.3018009478672985
203,18,3.1331905781584584
206,18,6.311913357400723
207,18,2.959592875318066
208,18,9.17843137254902
209,18,6.670916030534351
212,18,6.359708383961118
215,18,10.779835390946502
216,18,5.330825439783491
219,18,7.984155339805826
220,18,13.05504347826087
222,18,5.50991304347826
223,18,2.8415421686746987
226,18,12.012816326530611
227,18,14.9358
228,18,7.510336134453781
229,18,6.083828920570265
230,18,6.248311688311689
231,18,6.065217391304348
232,18,4.672463768115942
233,18,6.301675579322638
234,18,9.23304347826087
235,18,5.948531468531469
238,18,9.09702380952381
239,18,7.59376
241,18,7.396132075471699
242,18,10.079094339622642
243,18,9.830215264187867
244,18,9.253287671232878
245,18,12.518320610687024
246,18,11.891982378854625
247,18,15.537380457380458
248,18,7.184559999999999
251,18,5.332653778558875
252,18,6.281076923076923
255,18,7.209714285714285
256,18,4.591683168316832
257,18,2.9833981841763944
258,18,10.701940298507463
259,18,8.93244299674267
262,18,7.766595289079229
263,18,13.000845528455285
265,18,18.049305135951663
268,18,7.91840354767184
269,18,16.837894736842106
275,18,21.098343195266274
278,18,12.65340599455041
279,18,22.119154929577466
280,18,8.072156862745098
281,18,13.170726817042606
282,18,8.102402957486136
283,18,8.878196721311475
284,18,2.9911275415896488
285,18,3.4374683544303797
286,18,3.7199999999999998
287,18,4.143414634146342
