label,t,centroid_z
537,9,10.434493307839388
537,10,10.42092715231788
445,14,12.617082228116711
114,18,6.167919010123734
2,22,5.5042394014962595
778,22,10.327722473604828
988,22,5.520533778148456
71,23,5.516436974789916
988,23,5.512685714285714
131,24,10.46381852551985
533,24,10.445562913907285
533,25,10.460924214417744
988,25,6.45972972972973
406,26,10.44544524053224
555,26,7.745921052631579
988,26,5.476514032496308
406,27,10.458455114822547
90,28,10.016875
406,28,10.457119170984456
406,29,10.421636363636363
131,30,13.097572906867358
52,31,10.486577075098815
131,31,13.028927999999999
432,31,9.926841379310344
432,32,10.510703953712634
1529,32,7.9919798234552335
118,33,5.534747930775019
151,33,10.485655042412818
172,33,11.181721249047982
172,33,11.181721249047982
151,34,10.43641646489104
116,36,5.508024439918534
151,36,10.431106598984773
173,36,10.792980972515855
